security_no,segment,suggested_action,churn_probability
1TOQ3TP,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.98
LRGBDSC,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.98
GMPDY6E,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.14
TUWJAVK,High Value - At Risk (VIP Recovery),Personalized Phone Call & Premium Voucher,0.93
CZP2EW0,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.0
D7HZX0T,High Value - At Risk (VIP Recovery),Personalized Phone Call & Premium Voucher,0.77
H1U6M4O,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.03
DLGHD1X,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.99
2QUNSCH,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.97
11DKJXR,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.01
UHP11P4,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.0
7BK7793,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.0
B0LTWYF,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.0
IS46AA7,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.22
NNZFC1V,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.99
BS2WC2J,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.92
LSKBGR0,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.0
O1OSGYD,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.97
A6GN6QB,Low Value - At Risk (Standard Retarget),Automated Email Discount,1.0
WTNIG5H,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.01
B98A795,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.98
SCIGF0C,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.95
L2WAANP,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.98
E3NNAZV,Low Value - At Risk (Standard Retarget),Automated Email Discount,1.0
XENB3S5,High Value - At Risk (VIP Recovery),Personalized Phone Call & Premium Voucher,0.85
JJL974Y,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.94
9D9OLXR,Low Value - Stable (Upsell Opportunity),Upgrade Offer Invitation,0.0
JGV3AAZ,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.01
PCPTJXL,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.01
FH3FHIA,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.08
V3Y03JX,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.92
PDELHAN,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.0
0AR1E46,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.98
T1DZZAJ,Low Value - Stable (Upsell Opportunity),Upgrade Offer Invitation,0.03
0NVDXHO,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.0
BFQ3251,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.98
OKT59KQ,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.96
M2EI2YR,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.02
2GS8UWG,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.96
B444HIY,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.98
CUKN7FZ,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.03
YN7VBTX,Low Value - At Risk (Standard Retarget),Automated Email Discount,1.0
BJ7QGAQ,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.05
2PS0PX8,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.93
957C0O4,High Value - At Risk (VIP Recovery),Personalized Phone Call & Premium Voucher,0.91
YBZVN4P,High Value - At Risk (VIP Recovery),Personalized Phone Call & Premium Voucher,0.92
8FROUZH,Low Value - Stable (Upsell Opportunity),Upgrade Offer Invitation,0.0
DBYQABR,Low Value - Stable (Upsell Opportunity),Upgrade Offer Invitation,0.0
8HDQDGO,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.0
YM72GAF,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.98
20FJ5HG,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.0
OKQ88D6,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.0
NNCBG9Q,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.91
Q5WLGQP,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.98
QS4FIZV,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.04
PNMM65A,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.92
4QAJ7ON,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.94
2HVT864,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.97
ANFQC1A,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.99
407E0G8,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.91
7SO7IW1,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.97
MC52CHN,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.0
ATSMSCB,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.0
YDSRTBD,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.0
WTEFDDO,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.96
1CH6BE9,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.94
7KKW6IS,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.93
6D7N6PX,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.99
4TRA6SX,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.04
MCLMI3N,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.01
U2LTNGT,High Value - At Risk (VIP Recovery),Personalized Phone Call & Premium Voucher,0.71
D4X1K77,High Value - At Risk (VIP Recovery),Personalized Phone Call & Premium Voucher,0.76
FQHKSB5,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.0
1RU5Y5I,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.01
Z7D9STU,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.03
5VHCJCV,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.03
JLN5HRW,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.97
9B058MF,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.97
JEEIJY7,Low Value - Stable (Upsell Opportunity),Upgrade Offer Invitation,0.12
URN1HM3,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.04
S0DSAM9,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.03
576IMVG,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.28
CXYW32N,Low Value - Stable (Upsell Opportunity),Upgrade Offer Invitation,0.01
UHZAPLM,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.04
CZ2PENL,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.0
RYLS5G1,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.99
2RIIC5I,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.95
PK8RZR3,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.36
IFGDREY,Low Value - At Risk (Standard Retarget),Automated Email Discount,1.0
5XUTLWN,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.0
6TPBTDZ,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.07
TUOCLE2,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.94
LXEZKXD,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.0
CYKBR1V,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.0
W9G0X3T,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.14
OWMIFJX,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.01
3PU13M1,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.37
GLB9KXP,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.94
SU93H3U,Low Value - Stable (Upsell Opportunity),Upgrade Offer Invitation,0.03
XAYQDNL,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.04
L2SQVKQ,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.0
ZS188JK,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.01
36PM5R3,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.0
4YIT4FQ,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.97
9CRZ622,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.99
SI3REQ7,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.96
0FB9K5A,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.0
HD0PXOL,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.01
687O6DX,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.98
14JMDVJ,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.01
73LV3OB,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.97
9M9LY4H,High Value - At Risk (VIP Recovery),Personalized Phone Call & Premium Voucher,0.77
8KXD242,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.97
V3JF0MH,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.99
OSPIJM7,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.0
QSGAZ8R,High Value - At Risk (VIP Recovery),Personalized Phone Call & Premium Voucher,0.87
OAMRMBR,High Value - At Risk (VIP Recovery),Personalized Phone Call & Premium Voucher,0.99
RF730DD,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.0
LHCBJGB,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.04
E98PUHY,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.0
G3E4IW9,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.0
ISBL64X,High Value - At Risk (VIP Recovery),Personalized Phone Call & Premium Voucher,0.94
7ZILQ98,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.01
06SU3JT,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.99
XKTKL8W,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.99
QTZZBT6,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.01
3YLJQ6F,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.0
UT54E7N,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.99
4PNAR33,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.01
00EM81Q,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.0
3ED7VTX,Low Value - Stable (Upsell Opportunity),Upgrade Offer Invitation,0.18
3DRGLGC,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.13
4CTBQK2,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.95
VE9N59M,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.01
1UB9YK2,Low Value - At Risk (Standard Retarget),Automated Email Discount,1.0
Y3L0HDF,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.0
MC05AA9,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.06
JF4Q8F9,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.04
XF6I1K2,High Value - At Risk (VIP Recovery),Personalized Phone Call & Premium Voucher,0.78
SZ7V7NB,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.97
SZXFZN1,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.98
1D5HTYW,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.0
CQD5MKJ,Low Value - At Risk (Standard Retarget),Automated Email Discount,1.0
019X8RW,Low Value - Stable (Upsell Opportunity),Upgrade Offer Invitation,0.5
PIQ4JXX,Low Value - Stable (Upsell Opportunity),Upgrade Offer Invitation,0.61
U6KFY61,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.04
2FFHKX6,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.96
9MP4BQF,Low Value - Stable (Upsell Opportunity),Upgrade Offer Invitation,0.05
ZTHFK6J,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.99
FJYUPO8,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.01
ZR0T2EM,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.98
GXMZY69,Low Value - At Risk (Standard Retarget),Automated Email Discount,1.0
Q8C8WM2,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.08
MXCXDCW,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.99
4JJ4UHV,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.0
BFN7FZ0,Low Value - At Risk (Standard Retarget),Automated Email Discount,1.0
216WC0J,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.0
VEFAOLQ,High Value - At Risk (VIP Recovery),Personalized Phone Call & Premium Voucher,0.86
WP605X2,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.79
D9CP67A,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.04
H2JFBPD,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.96
STYOB56,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.96
4N1VGGQ,High Value - At Risk (VIP Recovery),Personalized Phone Call & Premium Voucher,0.86
WF0Y64R,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.01
7495UHX,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.96
4OB46ET,Low Value - At Risk (Standard Retarget),Automated Email Discount,1.0
IT7XUCX,Low Value - Stable (Upsell Opportunity),Upgrade Offer Invitation,0.01
RTU1RZE,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.99
LXN4PGT,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.99
X0B4SQF,Low Value - At Risk (Standard Retarget),Automated Email Discount,1.0
DO2216I,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.11
TWUL2FG,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.97
Z5ESFDP,High Value - At Risk (VIP Recovery),Personalized Phone Call & Premium Voucher,0.98
S73YLV4,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.95
XW343V2,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.98
JMPVY2D,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.95
VY5UD06,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.98
T3C7EQH,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.99
BVFTG1B,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.0
JHYOVNY,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.01
OHKZ9Z5,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.0
IH66ZUT,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.95
0ZEBFKO,Low Value - Stable (Upsell Opportunity),Upgrade Offer Invitation,0.0
50ADMWO,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.97
L7L5QQM,High Value - At Risk (VIP Recovery),Personalized Phone Call & Premium Voucher,0.77
0988BAM,High Value - At Risk (VIP Recovery),Personalized Phone Call & Premium Voucher,0.96
KOI9A4D,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.0
24F7L7U,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.0
LCKVG0D,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.99
PBMABV8,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.95
SKW6TGG,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.98
QKYCFSI,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.99
2O6BHUF,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.91
045LV81,High Value - At Risk (VIP Recovery),Personalized Phone Call & Premium Voucher,0.91
CQLNZ8L,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.84
KE51MHR,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.99
NGJQHUX,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.99
KDUY6KP,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.96
YLBDYW3,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.04
8Z5IXMM,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.0
4ZKCO3Z,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.0
0NUDXCE,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.03
2TMUFUO,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.0
82L89YT,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.94
7QN9JWO,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.0
ZD05N62,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.98
QHJMVKB,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.96
159A845,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.95
XZ5NG43,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.99
BTSMQNY,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.93
6OT22YH,Low Value - At Risk (Standard Retarget),Automated Email Discount,1.0
7ZYKGLS,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.96
26F1G2U,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.0
H9DPQVJ,Low Value - At Risk (Standard Retarget),Automated Email Discount,1.0
280P5W4,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.89
EECPSZU,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.04
4208VRY,Low Value - At Risk (Standard Retarget),Automated Email Discount,1.0
0JQM060,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.98
WKHXACJ,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.0
0CVYIU2,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.98
3S8W67N,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.99
XU0F7IC,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.9
FG617LC,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.91
UFZ6ZJ9,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.98
8VQVKNC,Low Value - At Risk (Standard Retarget),Automated Email Discount,0.96
745VZRB,Low Value - Stable (Upsell Opportunity),Upgrade Offer Invitation,0.25
XYVH93F,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.0
HMQA7TT,High Value - Stable (Loyalty Rewards),Membership Anniversary Gift,0.01
0JJMKUB,Low Value - Stable (Upsell Opportunity),Upgrade Offer Invitation,0.04
